Orden,Nombre,Freq1,Freq2
3734,CATALINA ISABEL,218 ,"46,3"
3735,GLORIA CECILIA,218 ,"52,0"
3736,LIDIA CARMEN,218 ,"44,1"
3737,MARIA SILVINA,218 ,"59,6"
3738,SEVERA,218 ,"71,6"
3739,CARMEN SOLEDAD,217 ,"47,6"
3740,DIANA LUCIA,217 ,"37,4"
3741,ELENA ALINA,217 ,"34,6"
3742,ELIZABETH ANNE,217 ,"56,1"
3743,ERICA MARIA,217 ,"33,1"
3744,EVERILDA,217 ,"73,2"
3745,LILIANA BEATRIZ,217 ,"52,5"
3746,LINAREJOS,217 ,"53,4"
3747,MONSERRATE,217 ,"61,7"
3748,PALMA,217 ,"35,2"
3749,SALETA,217 ,"35,0"
3750,SCARLETT,217 ,"9,9"
3751,YRAYA,217 ,"16,0"
3752,AMANDEEP,216 ,"30,1"
3753,ANQI,216 ,"14,1"
3754,ARIAN,216 ,"15,3"
3755,CARMEN MANUELA,216 ,"52,7"
3756,CARMEN REYES,216 ,"50,7"
3757,CARMEN SUSANA,216 ,"49,8"
3758,GERARDA,216 ,"73,1"
3759,MARIA LILIA,216 ,"60,2"
3760,MARIA MIHAELA,216 ,"34,5"
3761,MARIA SARAY,216 ,"31,7"
3762,NAJMA,216 ,"34,4"
3763,NAYRA MARIA,216 ,"30,9"
3764,NILA,216 ,"52,9"
3765,PAULA ALEXANDRA,216 ,"28,9"
3766,RUTH NOEMI,216 ,"35,4"
3767,AUREA MARIA,215 ,"49,2"
3768,CRISTINA MIHAELA,215 ,"32,0"
3769,DAN,215 ,"34,6"
3770,DEYSI,215 ,"42,6"
3771,DORA MARIA,215 ,"53,5"
3772,EVGENIA,215 ,"38,4"
3773,FATHIA,215 ,"43,3"
3774,IVA,215 ,"34,2"
3775,LUSINE,215 ,"37,3"
3776,MARIA ERUNDINA,215 ,"69,3"
3777,MARIA FELICIA,215 ,"53,7"
3778,MILAGROS MARIA,215 ,"47,0"
3779,NESRINE,215 ,"25,2"
3780,SHAMIRA,215 ,"10,0"
3781,ANA MAGDALENA,214 ,"43,8"
3782,CANDIDA MARIA,214 ,"53,1"
3783,EVA LUCIA,214 ,"32,4"
3784,FATIMETU,214 ,"33,9"
3785,GOTZONE,214 ,"51,4"
3786,HONORIA,214 ,"75,7"
3787,JENNY PATRICIA,214 ,"41,8"
3788,JOAQUINA MARIA,214 ,"56,6"
3789,JOSEFA CONCEPCION,214 ,"64,6"
3790,LORETA,214 ,"49,4"
3791,MARIA EVELIA,214 ,"60,4"
3792,MARITA,214 ,"45,5"
3793,QI,214 ,"28,1"
3794,RAHIMA,214 ,"32,2"
3795,RAMIRA,214 ,"75,0"
3796,SAMYA,214 ,"21,4"
3797,ANGELA ROCIO,213 ,"30,3"
3798,ANTONIA TERESA,213 ,"60,9"
3799,ASTOU,213 ,"28,6"
3800,CLAUDIA ELIZABETH,213 ,"37,6"
3801,DELICIA,213 ,"55,6"
3802,DOINITA,213 ,"47,2"
3803,MAGHNIA,213 ,"52,5"
3804,ROCIO MACARENA,213 ,"35,3"
3805,SEREZADE,213 ,"27,3"
3806,YEDRA,213 ,"25,8"
3807,ZENEIDA,213 ,"46,6"
3808,ADRIANA LUCIA,212 ,"31,6"
3809,AGUSTINA MARIA,212 ,"50,6"
3810,ALEXANDRA GABRIELA,212 ,"20,0"
3811,ANA BLANCA,212 ,"46,2"
3812,ARMONIA,212 ,"69,8"
3813,BIANCA ELENA,212 ,"17,5"
3814,CONCEPCION CARMEN,212 ,"57,6"
3815,CONCESA,212 ,"75,9"
3816,ELORA,212 ,"11,1"
3817,IDALIA,212 ,"49,2"
3818,KATRINA,212 ,"24,5"
3819,MARIA EDITH,212 ,"51,1"
3820,MARIA GISELA,212 ,"42,7"
3821,MARIA NARCISA,212 ,"53,5"
3822,ROSARIO ANA,212 ,"47,7"
3823,SUSAN ANN,212 ,"64,8"
3824,XIAOHONG,212 ,"44,5"
3825,AINE,211 ,"11,1"
3826,AMNA,211 ,"19,8"
3827,EVELYNE,211 ,"47,1"
3828,GABRIELLE,211 ,"25,1"
3829,KANZA,211 ,"36,7"
3830,LILIANA ELIZABETH,211 ,"36,8"
3831,MARGHERITA,211 ,"37,8"
3832,MARIA REINA,211 ,"50,8"
3833,MERIDA,211 ,"30,4"
3834,NEREA CARMEN,211 ,"17,4"
3835,PENKA,211 ,"52,7"
3836,RAFIKA,211 ,"37,7"
3837,ROSA LAURA,211 ,"48,0"
3838,SANTAS,211 ,"76,0"
3839,STEPHANIA,211 ,"25,3"
3840,AKANE,210 ,"8,9"
3841,ANDREA FABIANA,210 ,"46,4"
3842,ANTONIA ROCIO,210 ,"44,6"
3843,BELLA MARIA,210 ,"38,8"
3844,DAVINIA MARIA,210 ,"31,8"
3845,JULIA PILAR,210 ,"54,1"
3846,MIREN IGONE,210 ,"53,8"
3847,NERE,210 ,"29,7"
3848,NIKA,210 ,"13,5"
3849,ONINTZE,210 ,"22,5"
3850,ROSA FRANCISCA,210 ,"61,3"
3851,TEODOMIRA,210 ,"76,0"
3852,ADA MARIA,209 ,"37,0"
3853,ALA,209 ,"44,0"
3854,AMANE,209 ,"13,9"
3855,CATUXA,209 ,"23,7"
3856,CRISTINA ALEXANDRA,209 ,"27,9"
3857,ELBA MARIA,209 ,"41,5"
3858,IRINA MARIA,209 ,"22,2"
3859,KHAWLA,209 ,"14,5"
3860,MANDEEP,209 ,"31,4"
3861,MARIA PAU,209 ,"41,7"
3862,MARIA STELLA,209 ,"53,4"
3863,MARILIA,209 ,"31,2"
3864,MIRA,209 ,"37,4"
3865,SONIA RAQUEL,209 ,"40,3"
3866,ZAINEB,209 ,"16,7"
3867,ANA AMPARO,208 ,"51,0"
3868,ANDREEA ALEXANDRA,208 ,"21,7"
3869,ARAIA,208 ,"8,4"
3870,INMACULADA CARMEN,208 ,"44,1"
3871,IOANA ALEXANDRA,208 ,"24,6"
3872,JULIA TERESA,208 ,"51,7"
3873,LIDIA ROSA,208 ,"49,2"
3874,MARIA BENILDE,208 ,"69,3"
3875,MARUXA,208 ,"27,8"
3876,NAJATE,208 ,"40,8"
3877,NASIRA,208 ,"23,8"
3878,NOUHA,208 ,"15,0"
3879,OANA MARIA,208 ,"31,0"
3880,ROSA ELIZABETH,208 ,"43,0"
3881,SANDRA BEATRIZ,208 ,"43,7"
3882,SILVIA ESTHER,208 ,"46,3"
3883,ALBA ISABEL,207 ,"24,4"
3884,AMALUR,207 ,"20,3"
3885,ANACLETA,207 ,"73,4"
3886,ASIL,207 ,"3,9"
3887,CARMEN FATIMA,207 ,"47,7"
3888,CLAUDIA CARMEN,207 ,"27,4"
3889,CLAUDIA SOFIA,207 ,"24,0"
3890,EKIÑE,207 ,"13,3"
3891,GABRIELA CAROLINA,207 ,"28,8"
3892,GRACIELA BEATRIZ,207 ,"56,0"
3893,MARIA ORETO,207 ,"51,6"
3894,MARIA URSULA,207 ,"54,8"
3895,NADINA,207 ,"31,7"
3896,SANDRA PAOLA,207 ,"36,8"
3897,SVETLA,207 ,"47,6"
3898,YAROSLAVA,207 ,"49,1"
3899,ANA CONSUELO,206 ,"49,5"
3900,ARIJ,206 ,"4,4"
3901,DIANA ALEJANDRA,206 ,"28,5"
3902,ESTITXU,206 ,"30,5"
3903,KAREN ANDREA,206 ,"27,6"
3904,LESLEY,206 ,"54,2"
3905,LOURDES CARMEN,206 ,"43,9"
3906,LUTGARDA,206 ,"69,8"
3907,MARIA LLUC,206 ,"25,3"
3908,MIREN LOREA,206 ,"51,6"
3909,NURIA PILAR,206 ,"43,4"
3910,ODALIS,206 ,"43,7"
3911,ROSA LIDIA,206 ,"49,8"
3912,ROSABEL,206 ,"44,8"
3913,SANDRA CARMEN,206 ,"41,4"
3914,SANDRA MARCELA,206 ,"38,1"
3915,VICTORIA PILAR,206 ,"43,7"
3916,ANA CARLOTA,205 ,"35,0"
3917,ANTOANETA,205 ,"45,1"
3918,ASCENSION MARIA,205 ,"51,5"
3919,CARMEN LORENA,205 ,"36,9"
3920,CRISTEL,205 ,"27,6"
3921,EVA ROSA,205 ,"48,1"
3922,HEIKE,205 ,"54,9"
3923,IDALINA,205 ,"54,5"
3924,ITHAISA,205 ,"21,5"
3925,LAURA INES,205 ,"39,6"
3926,MARIA CARMELA,205 ,"56,3"
3927,MARIA IMELDA,205 ,"62,4"
3928,MOULOUDA,205 ,"47,9"
3929,ROMAYSAE,205 ,"6,9"
3930,SANDRINE,205 ,"43,0"
3931,ULYANA,205 ,"35,6"
3932,VANYA,205 ,"42,5"
3933,VERONICA PATRICIA,205 ,"38,0"
3934,VICTORIA VALENTINA,205 ,"11,9"
3935,XIAOYING,205 ,"41,7"
3936,YELYZAVETA,205 ,"19,9"
3937,IRADI,204 ,"8,3"
3938,JENIFER MARIA,204 ,"28,9"
3939,LEONORA,204 ,"49,5"
3940,MARIA NEREIDA,204 ,"45,5"
3941,MARY ELIZABETH,204 ,"57,4"
3942,STEFANA,204 ,"50,2"
3943,YESSICA MARIA,204 ,"33,5"
3944,AISA,203 ,"18,1"
3945,AMBER,203 ,"10,3"
3946,ANA ADELA,203 ,"48,6"
3947,ASIYA,203 ,"10,8"
3948,CARMEN SOFIA,203 ,"38,0"
3949,CELTIA,203 ,"12,2"
3950,DAMASA,203 ,"74,6"
3951,DAURA,203 ,"26,1"
3952,DIANA GABRIELA,203 ,"23,9"
3953,GOIZALDE,203 ,"35,6"
3954,INGRID MARIA,203 ,"38,9"
3955,JUANA MERCEDES,203 ,"57,0"
3956,KELLY JOHANA,203 ,"27,8"
3957,KLAUDIA,203 ,"22,7"
3958,LILIT,203 ,"30,3"
3959,LOLITA,203 ,"51,0"
3960,MARIA SEBASTIANA,203 ,"57,3"
3961,MILAGROS CARMEN,203 ,"52,1"
3962,SALUD MARIA,203 ,"38,4"
3963,VICTORITA,203 ,"44,5"
3964,CARMEN AURORA,202 ,"53,4"
3965,CARMEN EUGENIA,202 ,"48,6"
3966,CARMEN RITA,202 ,"52,4"
3967,DAYRA,202 ,"9,0"
3968,DOMNICA,202 ,"52,5"
3969,FARZANA,202 ,"41,5"
3970,GASPARA,202 ,"75,5"
3971,KELTOUM,202 ,"43,6"
3972,KHATUNA,202 ,"43,8"
3973,LALI,202 ,"46,9"
3974,MARIA CARMEN PILAR,202 ,"65,9"
3975,MARIA OLALLA,202 ,"43,7"
3976,MARIA ROXANA,202 ,"37,5"
3977,MARIA SETEFILLA,202 ,"44,7"
3978,MARIANA ISABEL,202 ,"37,6"
3979,MARTHA ELIZABETH,202 ,"44,1"
3980,MERIEME,202 ,"35,0"
3981,NARJIS,202 ,"13,1"
3982,DANIELA CRISTINA,201 ,"29,2"
3983,HEGOA,201 ,"10,5"
3984,ISOLDA,201 ,"26,4"
3985,IVELINA,201 ,"33,5"
3986,LORNA,201 ,"40,4"
3987,MANUELA ROCIO,201 ,"43,1"
3988,MARIA ANGELITA,201 ,"62,4"
3989,MARIA BIBIANA,201 ,"52,5"
3990,MARIA IRIS,201 ,"49,0"
3991,MARTA BELEN,201 ,"42,5"
3992,MIA VALENTINA,201 ,"4,5"
3993,PEÑA,201 ,"52,2"
3994,TECLA,201 ,"62,2"
3995,VITALINA,201 ,"55,2"
3996,YARELI,201 ,"9,9"
3997,YURENA MARIA,201 ,"33,8"
3998,DIGNA MARIA,200 ,"55,2"
3999,EXPIRACION,200 ,"65,9"
4000,FERNANDA MARIA,200 ,"51,1"
4001,FRANCISCA ANGELES,200 ,"58,0"
4002,JOSEFA ENCARNACION,200 ,"64,3"
4003,JOSEFA MERCEDES,200 ,"65,5"
4004,MARIA AMABLE,200 ,"72,8"
4005,MARIA ROSAURA,200 ,"61,3"
4006,MARTA PATRICIA,200 ,"41,9"
4007,PATRICIA BEATRIZ,200 ,"42,0"
4008,ROSA ALBA,200 ,"43,0"
4009,WENDY CAROLINA,200 ,"32,4"
4010,YELENA,200 ,"33,8"
4011,ADELINA MARIA,199 ,"37,2"
4012,ALOMA,199 ,"17,6"
4013,ASHA,199 ,"24,6"
4014,DANIELA ELENA,199 ,"35,0"
4015,DORITA,199 ,"67,7"
4016,ELENA ALEXANDRA,199 ,"25,1"
4017,FELICITACION,199 ,"74,4"
4018,ITTO,199 ,"45,3"
4019,KAUZAR,199 ,"15,7"
4020,MARIA GRISELDA,199 ,"50,7"
4021,MARIA LUIZA,199 ,"30,5"
4022,MARIA YAIZA,199 ,"37,8"
4023,MARIA YESICA,199 ,"38,4"
4024,PIEDAD MARIA,199 ,"45,9"
4025,PILAR ISABEL,199 ,"53,5"
4026,ROSA MATILDE,199 ,"56,6"
4027,ROSE MARIE,199 ,"57,8"
4028,ARIANA MARIA,198 ,"13,9"
4029,DANIELE,198 ,"43,4"
4030,FATINE,198 ,"25,7"
4031,JILL,198 ,"57,9"
4032,LUISA ELENA,198 ,"51,0"
4033,MAIER,198 ,"19,3"
4034,MANUELA JESUS,198 ,"53,8"
4035,MARIA COROMOTO,198 ,"52,4"
4036,MARIA MELANIA,198 ,"42,1"
4037,MARTINA MARIA,198 ,"24,7"
4038,MIREN AINTZANE,198 ,"53,9"
4039,NURA,198 ,"14,8"
4040,OUISSAL,198 ,"16,2"
4041,SERAPIA,198 ,"77,5"
4042,AILA,197 ,"11,6"
4043,ALINA MIHAELA,197 ,"33,8"
4044,ANNAMARIA,197 ,"42,0"
4045,BLANCA LUZ,197 ,"54,5"
4046,DEBORA MARIA,197 ,"34,4"
4047,ESTEFANI,197 ,"25,2"
4048,IRENE PILAR,197 ,"37,6"
4049,IVON,197 ,"31,2"
4050,JOHANNA MARIA,197 ,"44,9"
4051,MARIA ANASTASIA,197 ,"46,1"
4052,MARIA CISNE,197 ,"37,0"
4053,RADKA,197 ,"46,8"
4054,BASSMA,196 ,"9,0"
4055,DANIELA VALENTINA,196 ,"16,1"
4056,DONATILA,196 ,"77,1"
4057,MARIA NICOLASA,196 ,"63,8"
4058,MARTHA BEATRIZ,196 ,"51,3"
4059,MIQUELA,196 ,"50,3"
4060,MIREN ALAZNE,196 ,"51,9"
4061,SONYA,196 ,"41,9"
4062,SUSAN MARGARET,196 ,"65,7"
4063,YUN,196 ,"34,5"
4064,ANGELA PILAR,195 ,"45,8"
4065,ARMANDA,195 ,"67,7"
4066,CAMILLE,195 ,"24,4"
4067,KORO,195 ,"52,8"
4068,LANA,195 ,"18,8"
4069,LAURINDA,195 ,"67,8"
4070,LAYAN,195 ,"3,7"
4071,MARIA CORPUS,195 ,"64,9"
4072,MARIA PENELOPE,195 ,"44,8"
4073,MARIA ZAIDA,195 ,"45,6"
4074,MARIE LOUISE,195 ,"61,9"
4075,NICOLETTA,195 ,"34,5"
4076,NILE,195 ,"7,1"
4077,PILAR ANGELES,195 ,"58,9"
4078,XIAOZHEN,195 ,"42,0"
4079,YUDIT,195 ,"28,3"
4080,YURENA CARMEN,195 ,"33,5"
4081,ZULAY,195 ,"30,4"
4082,ANA LEONOR,194 ,"46,2"
4083,DOROTHY,194 ,"65,0"
4084,IA,194 ,"27,9"
4085,IHSANE,194 ,"26,2"
4086,KATIXA,194 ,"21,6"
4087,LIDIIA,194 ,"53,9"
4088,LUZ ESTELA,194 ,"50,7"
4089,MARIA CAPILLA,194 ,"60,4"
4090,MARIA JUDIT,194 ,"42,2"
4091,MARIE CHRISTINE,194 ,"61,3"
4092,MERI,194 ,"38,6"
4093,MONICA RAQUEL,194 ,"42,7"
4094,OCTAVIA,194 ,"59,3"
4095,QIN,194 ,"37,2"
4096,SNEZHANA,194 ,"42,5"
4097,YANELIS,194 ,"35,7"
4098,ANA MARIA ISABEL,193 ,"60,7"
4099,ARIEL,193 ,"9,5"
4100,EMAN,193 ,"18,0"
4101,GRECIA,193 ,"27,5"
4102,MAIRENA,193 ,"34,7"
4103,MARIA ANITA,193 ,"67,2"
4104,MARIA MADALINA,193 ,"27,7"
4105,MARIA ROSANA,193 ,"44,9"
4106,MARTA ROCIO,193 ,"32,2"
4107,ROCIO ALBA,193 ,"26,1"
4108,SAMINA,193 ,"40,1"
4109,SARA VALENTINA,193 ,"11,7"
4110,SORKUNDE,193 ,"51,9"
4111,TAYRI,193 ,"11,9"
4112,ANA NIEVES,192 ,"51,1"
4113,DALAL,192 ,"20,5"
4114,DESSIRE,192 ,"23,9"
4115,DOLLY,192 ,"47,7"
4116,GABRIELA ELIZABETH,192 ,"32,3"
4117,GHERGHINA,192 ,"55,3"
4118,ISRA,192 ,"5,9"
4119,JANIS,192 ,"24,6"
4120,JOSIANE,192 ,"49,2"
4121,LUCELLY,192 ,"50,3"
4122,MARIA ALINA,192 ,"35,4"
4123,MONICA ELENA,192 ,"40,3"
4124,NANCY BEATRIZ,192 ,"45,6"
4125,QIAN,192 ,"30,1"
4126,REYNA,192 ,"45,6"
4127,TESSA,192 ,"15,3"
4128,TIMOTEA,192 ,"77,1"
4129,ANYA,191 ,"12,9"
4130,FREYA,191 ,"11,9"
4131,GABRIELA FERNANDA,191 ,"35,0"
4132,GAUDENCIA,191 ,"76,5"
4133,ISABEL EUGENIA,191 ,"46,4"
4134,JAZMINA,191 ,"35,0"
4135,JESSICA CARMEN,191 ,"34,5"
4136,LETICIA CARMEN,191 ,"35,5"
4137,LUZ ALBA,191 ,"44,4"
4138,MANUELA JOSEFA,191 ,"67,6"
4139,MARIA EDUVIGIS,191 ,"56,8"
4140,MARIA ESPINO,191 ,"52,6"
4141,MARIA REPOSO,191 ,"59,6"
4142,ROKHAYA,191 ,"32,9"
4143,ROSA VIRGINIA,191 ,"48,6"
4144,SOKAINA,191 ,"19,2"
4145,VIKTORIJA,191 ,"30,9"
4146,CRISTINA ALEJANDRA,190 ,"30,5"
4147,EMPERATRIZ,190 ,"57,3"
4148,ESCARLATA,190 ,"33,5"
4149,EVA MARINA,190 ,"36,8"
4150,HAIZENE,190 ,"6,9"
4151,HASSANIA,190 ,"39,6"
4152,JAQUELIN,190 ,"28,5"
4153,JUANA JESUS,190 ,"57,5"
4154,JUANA VICTORIA,190 ,"56,1"
4155,LYNDA,190 ,"49,8"
4156,MARIA AMAIA,190 ,"56,0"
4157,MERCEDES ISABEL,190 ,"50,5"
4158,MYA,190 ,"5,2"
4159,NICOLA JANE,190 ,"49,6"
4160,NOARA,190 ,"9,8"
4161,OUARDIA,190 ,"44,2"
4162,PAQUI,190 ,"36,6"
4163,TOURIYA,190 ,"45,5"
4164,AIZPEA,189 ,"27,7"
4165,ANA IRIS,189 ,"36,0"
4166,ANDREA GABRIELA,189 ,"27,2"
4167,BRIANDA,189 ,"15,2"
4168,CARMEN ELVIRA,189 ,"53,0"
4169,CHAHRAZAD,189 ,"27,0"
4170,CRISTINA ELIZABETH,189 ,"36,2"
4171,ESTRELLA CARMEN,189 ,"33,7"
4172,GEMA CARMEN,189 ,"36,7"
4173,ISABEL FRANCISCA,189 ,"56,3"
4174,ISABEL JOSEFA,189 ,"62,9"
4175,JUAN,189 ,"39,2"
4176,KEXIN,189 ,"10,0"
4177,MARIA NAZARETH,189 ,"37,4"
4178,MARIA ROGELIA,189 ,"64,1"
4179,MARY CRUZ,189 ,"44,2"
4180,NASTASIA,189 ,"48,6"
4181,NATALIA CAROLINA,189 ,"32,6"
4182,PAULA LUCIA,189 ,"19,7"
4183,PAULA PILAR,189 ,"30,4"
4184,PETRONA,189 ,"52,7"
4185,WISSAM,189 ,"15,3"
4186,ALEJANDRA CARMEN,188 ,"32,1"
4187,AMAYA MARIA,188 ,"41,8"
4188,ANGELA VICTORIA,188 ,"37,1"
4189,ANTONIETTA,188 ,"54,4"
4190,ARANE,188 ,"5,4"
4191,ELIZABETH CARMEN,188 ,"38,7"
4192,GRIMANESA,188 ,"37,4"
4193,JOSEFA INES,188 ,"60,0"
4194,JULE,188 ,"12,7"
4195,KATHERINE ELIZABETH,188 ,"30,1"
4196,LORENA ELIZABETH,188 ,"38,2"
4197,MARIA ALCIRA,188 ,"63,6"
4198,MARIAME,188 ,"27,9"
4199,ROMAISSAE,188 ,"9,6"
4200,SHAYLA,188 ,"9,5"
4201,TAHIRA,188 ,"36,5"
4202,YANELY,188 ,"16,0"
4203,ALBENA,187 ,"42,6"
4204,ALICIA CRISTINA,187 ,"42,3"
4205,CARMEN ESPERANZA,187 ,"48,5"
4206,CARMEN IRENE,187 ,"42,4"
4207,CHRISTELLE,187 ,"36,2"
4208,ESPERANZA ROCIO,187 ,"34,4"
4209,FRANCA,187 ,"57,5"
4210,GILDA,187 ,"45,3"
4211,HALINA,187 ,"55,4"
4212,IREA,187 ,"13,0"
4213,ISADORA,187 ,"25,4"
4214,JESSICA CAROLINA,187 ,"31,2"
4215,JIHAD,187 ,"25,3"
4216,JIMENA MARIA,187 ,"15,7"
4217,JOSEFA VICENTA,187 ,"64,0"
4218,LOLI,187 ,"34,2"
4219,MAYRA ELIZABETH,187 ,"34,8"
4220,OLINDA,187 ,"59,9"
4221,TATIANE,187 ,"35,6"
4222,AGUASANTA,186 ,"55,5"
4223,HEBA,186 ,"15,3"
4224,ILSE,186 ,"49,6"
4225,JESUS MARIA,186 ,"63,5"
4226,KENDRA,186 ,"10,6"
4227,LAURA LUCIA,186 ,"29,4"
4228,LISSETTE,186 ,"32,4"
4229,MARIA GORETI,186 ,"46,0"
4230,MARIA GRAZIA,186 ,"53,9"
4231,MARITZA ELIZABETH,186 ,"41,4"
4232,MINIA,186 ,"40,9"
4233,NIOBE,186 ,"11,5"
4234,NOEMY,186 ,"32,5"
4235,VERONICA ROCIO,186 ,"36,6"
4236,ANA JUANA,185 ,"59,4"
4237,AURELIA MARIA,185 ,"51,0"
4238,CHEN,185 ,"32,4"
4239,FATIMETOU,185 ,"34,4"
4240,GLORIA NANCY,185 ,"49,7"
4241,JULIANA ANDREA,185 ,"26,9"
4242,MANUELA DOLORES,185 ,"63,7"
4243,MARIA BLASA,185 ,"63,9"
4244,MARIELLA,185 ,"35,3"
4245,MELIDA,185 ,"57,3"
4246,ODILE,185 ,"37,9"
4247,RABEA,185 ,"47,6"
4248,RAFFAELLA,185 ,"40,9"
4249,SUSAN JANE,185 ,"61,5"
4250,AIZA,184 ,"10,3"
4251,ALVARINA,184 ,"72,4"
4252,ARAI,184 ,"8,8"
4253,ARLENE,184 ,"36,5"
4254,BLANCA NUBIA,184 ,"52,2"
4255,BRISA,184 ,"20,1"
4256,CARMEN JOSEFINA,184 ,"60,5"
4257,CRISTAL,184 ,"21,3"
4258,ESTEBANA,184 ,"66,4"
4259,GRACIANA,184 ,"69,1"
4260,JUANA ROSARIO,184 ,"58,8"
4261,JULIA VICTORIA,184 ,"43,5"
4262,MARIA ISIDRA,184 ,"61,4"
4263,MARIA VICTORINA,184 ,"65,2"
4264,MIGDALIA,184 ,"55,7"
4265,NATIVIDAD MARIA,184 ,"53,2"
4266,NURI,184 ,"51,2"
4267,ROSA AMALIA,184 ,"51,4"
4268,VALERIA VALENTINA,184 ,"13,7"
4269,AIDEE,183 ,"35,1"
4270,AUGUSTA,183 ,"65,2"
4271,ELIANA MARIA,183 ,"35,2"
4272,ELISA CARMEN,183 ,"49,0"
4273,ELSA MARINA,183 ,"45,3"
4274,EMETERIA,183 ,"75,5"
4275,GOIURI,183 ,"24,2"
4276,HEIDY,183 ,"35,8"
4277,LAMYAA,183 ,"27,1"
4278,LIDA,183 ,"48,0"
4279,LUCIA ELENA,183 ,"32,4"
4280,MARIA CEU,183 ,"58,1"
4281,MARIA JERONIMA,183 ,"60,1"
4282,NANCY MARIA,183 ,"48,1"
4283,NELY,183 ,"44,3"
4284,NORALBA,183 ,"52,8"
4285,SYLWIA,183 ,"36,0"
4286,TERESA ANGELES,183 ,"56,8"
4287,ACACIA,182 ,"68,9"
4288,ADRIANA BEATRIZ,182 ,"43,8"
4289,ANA DANIELA,182 ,"26,4"
4290,BARBARA ANN,182 ,"69,2"
4291,CAROLINA ELIZABETH,182 ,"31,3"
4292,CECILE,182 ,"41,5"
4293,CYNTHIA MARIA,182 ,"27,2"
4294,EKHIÑE,182 ,"20,3"
4295,EMILIA ISABEL,182 ,"53,6"
4296,EVGENIIA,182 ,"35,7"
4297,HERMESINDA,182 ,"76,2"
4298,LAYA,182 ,"10,2"
4299,MARIA EULOGIA,182 ,"60,9"
4300,MARIA LINAREJOS,182 ,"49,7"
4301,MARIA LLUCH,182 ,"39,7"
4302,MARIA SIMONA,182 ,"48,6"
4303,MARIEME,182 ,"30,0"
4304,MARTHA LORENA,182 ,"43,9"
4305,SANDEEP,182 ,"31,1"
4306,STEFANI,182 ,"19,6"
4307,VAITIARE,182 ,"17,4"
4308,YASHIRA,182 ,"10,5"
4309,ADIELA,181 ,"57,4"
4310,ADONINA,181 ,"76,4"
4311,ALDA,181 ,"39,9"
4312,BADIAA,181 ,"38,9"
4313,BRISEIDA,181 ,"18,5"
4314,EROLA,181 ,"16,4"
4315,GRETEL,181 ,"30,7"
4316,HERMINIA MARIA,181 ,"51,4"
4317,KATY,181 ,"33,2"
4318,MIRIAM ELIZABETH,181 ,"43,9"
4319,PAOLA ALEXANDRA,181 ,"29,6"
4320,SOFIA PILAR,181 ,"28,5"
4321,SUZANA,181 ,"39,5"
4322,ANA MIRIAM,180 ,"42,3"
4323,CARLA DANIELA,180 ,"22,8"
4324,CONCEPCION PILAR,180 ,"61,1"
4325,CRISTALINA,180 ,"70,5"
4326,GEMA PILAR,180 ,"40,2"
4327,JIA,180 ,"27,7"
4328,LAMYA,180 ,"25,7"
4329,NDEYE,180 ,"30,7"
4330,OLYMPIA,180 ,"18,1"
4331,QING,180 ,"34,2"
4332,SILVIA ALEJANDRA,180 ,"43,4"
4333,SILVIA EUGENIA,180 ,"37,8"
4334,SOUHAYLA,180 ,"21,4"
4335,TERESA DOLORES,180 ,"58,0"
4336,VITTORIA,180 ,"26,2"
4337,XIAOLING,180 ,"39,8"
4338,ARGELINA,179 ,"74,0"
4339,CLAUDIA ALEXANDRA,179 ,"32,7"
4340,ESTIVALIZ,179 ,"33,4"
4341,IXEYA,179 ,"8,3"
4342,LEKBIRA,179 ,"49,3"
4343,LORENA PATRICIA,179 ,"36,3"
4344,MARY JANE,179 ,"40,4"
4345,OLGA CRISTINA,179 ,"47,4"
4346,PRISCA,179 ,"54,7"
4347,RITA ISABEL,179 ,"47,4"
4348,ROSA IRENE,179 ,"50,9"
4349,SARA BELEN,179 ,"35,1"
4350,SONIA MARGARITA,179 ,"50,3"
4351,VALERIA CARMEN,179 ,"13,9"
4352,ARTEMIA,178 ,"72,8"
4353,CARMEN JOSE,178 ,"49,9"
4354,DOLORES ANGELES,178 ,"59,3"
4355,GRAZIELLA,178 ,"49,9"
4356,MARIA ARA,178 ,"36,9"
4357,MARIA SERAFINA,178 ,"64,7"
4358,MARTA SOFIA,178 ,"31,1"
4359,MONICA CECILIA,178 ,"45,2"
4360,PAULA DANIELA,178 ,"22,8"
4361,QIANQIAN,178 ,"23,9"
4362,ROSA LIMA,178 ,"55,4"
4363,RUKHSANA,178 ,"44,4"
4364,SILVIA SUSANA,178 ,"52,1"
4365,STEFKA,178 ,"49,4"
4366,VICTORIA SOFIA,178 ,"11,6"
4367,YANYAN,178 ,"31,0"
4368,YOANNA,178 ,"28,3"
4369,ADRIANA CRISTINA,177 ,"34,0"
4370,ALFONSINA,177 ,"52,2"
4371,ANDREA FERNANDA,177 ,"26,6"
4372,ARMINE,177 ,"37,5"
4373,CARMEN GEMA,177 ,"42,3"
4374,CLAUDIA LUCIA,177 ,"32,4"
4375,DENIS,177 ,"29,5"
4376,IDANIA,177 ,"41,8"
4377,JULIA MERCEDES,177 ,"55,2"
4378,MARIA FANNY,177 ,"56,1"
4379,MARIA PEREGRINA,177 ,"62,2"
4380,MELBA,177 ,"47,4"
4381,NIRMIN,177 ,"8,3"
4382,PATRICIA CRISTINA,177 ,"35,8"
