Orden,Nombre,Freq1,Freq2
1,MARIA CARMEN,647.877 ,"58,7"
2,MARIA,589.055 ,"48,5"
3,CARMEN,375.835 ,"60,5"
4,ANA MARIA,271.616 ,"52,8"
5,JOSEFA,262.571 ,"69,1"
6,MARIA PILAR,260.302 ,"58,6"
7,ISABEL,258.873 ,"58,3"
8,LAURA,257.680 ,"30,0"
9,MARIA DOLORES,255.040 ,"58,2"
10,MARIA TERESA,248.131 ,"58,6"
11,ANA,246.892 ,"44,5"
12,CRISTINA,228.022 ,"35,5"
13,MARTA,226.974 ,"30,9"
14,MARIA ANGELES,223.560 ,"57,0"
15,LUCIA,208.878 ,"23,9"
16,FRANCISCA,204.718 ,"66,0"
17,MARIA ISABEL,203.839 ,"54,6"
18,MARIA JOSE,203.236 ,"47,8"
19,ANTONIA,198.493 ,"65,8"
20,DOLORES,187.124 ,"67,9"
21,SARA,172.330 ,"25,7"
22,PAULA,171.912 ,"20,9"
23,ELENA,161.552 ,"37,6"
24,MARIA LUISA,156.661 ,"62,3"
25,RAQUEL,147.970 ,"37,8"
26,ROSA MARIA,146.852 ,"54,0"
27,PILAR,141.468 ,"64,4"
28,MANUELA,140.802 ,"61,0"
29,CONCEPCION,140.358 ,"66,8"
30,MARIA JESUS,136.736 ,"56,9"
31,MERCEDES,133.991 ,"62,2"
32,JULIA,125.798 ,"39,3"
33,BEATRIZ,123.191 ,"38,9"
34,NURIA,120.523 ,"39,5"
35,SILVIA,120.380 ,"37,7"
36,ALBA,119.104 ,"17,8"
37,IRENE,117.379 ,"27,5"
38,ROSARIO,116.470 ,"64,9"
39,JUANA,115.392 ,"66,8"
40,TERESA,113.947 ,"62,5"
41,PATRICIA,112.249 ,"33,4"
42,ENCARNACION,111.866 ,"64,4"
43,MONTSERRAT,108.551 ,"55,8"
44,ANDREA,108.336 ,"23,9"
45,ROCIO,107.983 ,"30,4"
46,MONICA,103.317 ,"39,4"
47,ALICIA,100.530 ,"39,4"
48,MARIA MAR,99.405 ,"45,3"
49,ROSA,98.927 ,"65,5"
50,SONIA,98.049 ,"39,1"
51,SANDRA,97.952 ,"31,1"
52,MARINA,97.671 ,"33,2"
53,ANGELA,96.852 ,"44,8"
54,SUSANA,95.520 ,"43,8"
55,NATALIA,94.283 ,"29,6"
56,YOLANDA,91.915 ,"44,5"
57,MARGARITA,87.617 ,"61,1"
58,MARIA JOSEFA,85.644 ,"63,6"
59,CLAUDIA,83.470 ,"17,3"
60,SOFIA,82.123 ,"18,7"
61,EVA,80.960 ,"33,9"
62,CARLA,78.833 ,"14,1"
63,MARIA ROSARIO,78.492 ,"60,1"
64,INMACULADA,78.020 ,"45,8"
65,MARIA MERCEDES,76.971 ,"56,4"
66,ANA ISABEL,76.225 ,"45,1"
67,ESTHER,74.297 ,"42,8"
68,NOELIA,73.944 ,"29,5"
69,VERONICA,71.796 ,"35,2"
70,NEREA,66.953 ,"19,9"
71,CAROLINA,66.876 ,"34,1"
72,ANGELES,65.002 ,"66,9"
73,DANIELA,64.728 ,"14,4"
74,MARIA VICTORIA,63.405 ,"53,7"
75,EVA MARIA,63.155 ,"43,0"
76,INES,63.026 ,"35,2"
77,MIRIAM,62.655 ,"28,6"
78,LORENA,61.837 ,"30,0"
79,MARIA ROSA,61.503 ,"62,5"
80,MARIA ELENA,60.587 ,"51,2"
81,ANA BELEN,60.564 ,"39,6"
82,VICTORIA,59.698 ,"46,3"
83,MARIA CONCEPCION,59.445 ,"63,1"
84,AMPARO,57.984 ,"65,4"
85,MARTINA,57.123 ,"15,8"
86,MARIA ANTONIA,55.424 ,"61,0"
87,ALEJANDRA,53.807 ,"24,1"
88,LIDIA,53.352 ,"35,5"
89,CATALINA,53.200 ,"61,1"
90,CELIA,52.694 ,"33,9"
91,MARIA NIEVES,51.706 ,"58,0"
92,CONSUELO,50.149 ,"67,8"
93,FATIMA,50.096 ,"37,8"
94,OLGA,49.991 ,"46,6"
95,AINHOA,49.804 ,"19,4"
96,GLORIA,47.515 ,"55,0"
97,CLARA,47.412 ,"29,3"
98,MARIA CRISTINA,46.861 ,"50,6"
99,MARIA SOLEDAD,46.683 ,"57,5"
100,EMILIA,46.381 ,"66,2"
101,AURORA,45.327 ,"59,1"
102,LUISA,45.265 ,"66,5"
103,ANNA,44.542 ,"31,9"
104,ADRIANA,44.328 ,"19,5"
105,VANESA,44.207 ,"35,5"
106,VIRGINIA,44.013 ,"41,7"
107,ESPERANZA,43.967 ,"60,8"
108,MILAGROS,42.742 ,"64,3"
109,MARIA LUZ,42.408 ,"59,7"
110,JOSEFINA,41.838 ,"68,5"
111,BLANCA,41.512 ,"28,7"
112,LOURDES,40.750 ,"48,8"
113,PURIFICACION,39.347 ,"66,1"
114,MARIA BELEN,39.026 ,"48,0"
115,ISABEL MARIA,38.389 ,"44,2"
116,ESTEFANIA,38.151 ,"33,0"
117,BEGOÑA,37.823 ,"49,8"
118,VALERIA,37.750 ,"9,5"
119,EMMA,37.469 ,"15,0"
120,MARIA BEGOÑA,36.274 ,"58,5"
121,LAIA,36.188 ,"16,4"
122,ELISA,36.182 ,"48,7"
123,GEMA,36.128 ,"36,6"
124,MARIA ASUNCION,34.990 ,"61,4"
125,MARIA LOURDES,34.348 ,"56,2"
126,BELEN,34.192 ,"35,3"
127,MARIA PAZ,33.847 ,"58,5"
128,MAGDALENA,33.787 ,"62,7"
129,MARIA ESTHER,33.713 ,"54,4"
130,ARACELI,33.345 ,"58,6"
131,NOA,33.325 ,"7,6"
132,TAMARA,33.233 ,"31,0"
133,MATILDE,32.010 ,"66,2"
134,ASUNCION,31.550 ,"67,5"
135,REMEDIOS,31.480 ,"65,0"
136,ARIADNA,31.364 ,"14,5"
137,REBECA,31.319 ,"31,5"
138,PALOMA,31.049 ,"40,3"
139,ELVIRA,30.946 ,"60,8"
140,GEMMA,30.943 ,"39,3"
141,MIREIA,30.841 ,"26,8"
142,VICENTA,30.755 ,"71,8"
143,SOLEDAD,30.567 ,"60,8"
144,VANESSA,30.556 ,"35,4"
145,ALMUDENA,30.498 ,"36,2"
146,VALENTINA,30.456 ,"28,1"
147,AITANA,30.340 ,"10,5"
148,TRINIDAD,30.215 ,"66,6"
149,MARIA INMACULADA,30.022 ,"50,6"
150,NATIVIDAD,29.575 ,"65,0"
151,NOEMI,29.519 ,"31,5"
152,CARLOTA,29.338 ,"17,5"
153,MARIA CRUZ,29.126 ,"60,7"
154,TANIA,27.968 ,"28,2"
155,MARIA EUGENIA,27.855 ,"50,5"
156,MARIA AMPARO,27.793 ,"55,3"
157,ASCENSION,27.680 ,"66,9"
158,DIANA,27.189 ,"28,3"
159,LEIRE,27.129 ,"17,8"
160,JESSICA,26.245 ,"30,0"
161,NIEVES,26.212 ,"61,7"
162,RAFAELA,26.136 ,"65,5"
163,ADELA,25.816 ,"61,0"
164,LARA,25.445 ,"17,7"
165,AINARA,25.368 ,"15,6"
166,FELISA,25.235 ,"72,8"
167,MARIA ROCIO,24.988 ,"42,7"
168,JUANA MARIA,24.674 ,"53,8"
169,CARMEN MARIA,24.663 ,"38,4"
170,AMELIA,24.302 ,"60,5"
171,AMALIA,24.159 ,"59,9"
172,CANDELA,22.826 ,"10,7"
173,ELISABET,22.083 ,"36,5"
174,LEONOR,21.840 ,"59,4"
175,LETICIA,21.830 ,"33,2"
176,MARIANA,21.498 ,"47,3"
177,RAMONA,21.446 ,"69,3"
178,BARBARA,21.427 ,"40,4"
179,AROA,21.181 ,"17,5"
180,JUDITH,20.827 ,"25,3"
181,GABRIELA,20.777 ,"29,5"
182,JOAQUINA,20.616 ,"69,1"
183,ESTER,20.568 ,"39,4"
184,GUADALUPE,20.513 ,"55,9"
185,CECILIA,20.125 ,"48,4"
186,MARIA MAGDALENA,19.954 ,"54,9"
187,SHEILA,19.826 ,"24,8"
188,BERTA,19.801 ,"27,9"
189,JENNIFER,19.677 ,"28,0"
190,LOLA,19.500 ,"9,6"
191,JUDIT,19.455 ,"27,8"
192,ALEXANDRA,19.212 ,"26,6"
193,MARIA ENCARNACION,19.121 ,"59,9"
194,NORA,19.048 ,"14,0"
195,JULIANA,19.042 ,"66,7"
196,HELENA,18.895 ,"21,6"
197,JIMENA,18.823 ,"9,3"
198,ESTRELLA,18.686 ,"49,6"
199,ROSALIA,18.657 ,"60,5"
200,PETRA,18.498 ,"71,3"
201,AGUSTINA,18.356 ,"67,0"
202,MARIA FRANCISCA,18.142 ,"59,9"
203,SORAYA,17.917 ,"30,9"
204,NADIA,17.903 ,"26,4"
205,RUTH,17.816 ,"32,7"
206,MARIA MONTSERRAT,17.594 ,"56,0"
207,ELSA,17.451 ,"21,1"
208,MARIA YOLANDA,17.353 ,"52,3"
209,ADORACION,17.087 ,"65,8"
210,MARIA GLORIA,16.779 ,"61,3"
211,ERIKA,16.652 ,"20,6"
212,OLIVIA,16.616 ,"14,8"
213,NAIARA,16.589 ,"17,7"
214,MARIA MILAGROS,16.456 ,"62,1"
215,MARIA CONSUELO,16.435 ,"60,4"
216,PAOLA,16.049 ,"19,1"
217,MAR,15.700 ,"14,7"
218,AINA,15.678 ,"14,0"
219,AIDA,15.506 ,"31,8"
220,LEYRE,15.435 ,"12,8"
221,MACARENA,14.666 ,"30,4"
222,ESTELA,14.596 ,"28,0"
223,AFRICA,14.540 ,"25,8"
224,TATIANA,14.348 ,"33,7"
225,YAIZA,14.216 ,"19,4"
226,EUGENIA,14.211 ,"60,7"
227,AMAIA,14.209 ,"30,2"
228,ELISABETH,14.108 ,"34,9"
229,MARIA REMEDIOS,14.084 ,"57,1"
230,MARIA REYES,13.982 ,"52,2"
231,EULALIA,13.776 ,"63,5"
232,SARAY,13.567 ,"20,8"
233,VERA,13.408 ,"10,2"
234,ALMA,13.323 ,"7,2"
235,MARIA ARANZAZU,13.312 ,"52,9"
236,KHADIJA,13.254 ,"33,5"
237,AMANDA,13.187 ,"25,5"
238,HERMINIA,13.183 ,"68,7"
239,IRIA,12.926 ,"16,9"
240,VEGA,12.889 ,"6,2"
241,MARIA TRINIDAD,12.808 ,"53,5"
242,ABRIL,12.774 ,"7,8"
243,ITZIAR,12.759 ,"31,8"
244,MARIA ESPERANZA,12.615 ,"56,5"
245,ARANZAZU,12.601 ,"41,0"
246,JOANA,12.594 ,"35,4"
247,IRIS,12.520 ,"18,8"
248,ENRIQUETA,12.501 ,"70,7"
249,MAITE,12.079 ,"38,1"
250,ANE,11.950 ,"17,4"
251,PIEDAD,11.832 ,"66,4"
252,MIRIAN,11.625 ,"31,8"
253,MARIA FERNANDA,11.609 ,"43,8"
254,FLORENTINA,11.530 ,"65,7"
255,GREGORIA,11.179 ,"72,9"
256,ANA ROSA,11.116 ,"50,4"
257,AURELIA,10.810 ,"68,6"
258,ELIZABETH,10.804 ,"37,5"
259,MERITXELL,10.744 ,"33,5"
260,DESIREE,10.743 ,"25,2"
261,ANTONIA MARIA,10.594 ,"51,7"
262,MARIA SOL,10.484 ,"53,7"
263,NEUS,10.461 ,"32,5"
264,RITA,10.445 ,"51,6"
265,CANDIDA,10.406 ,"69,8"
266,VIOLETA,10.308 ,"28,8"
267,MERCE,10.146 ,"56,3"
268,MARIA JULIA,10.110 ,"57,7"
269,MARIA INES,10.085 ,"54,4"
270,LYDIA,9.974 ,"29,2"
271,CARIDAD,9.934 ,"62,6"
272,AMAYA,9.894 ,"36,4"
273,SAGRARIO,9.888 ,"67,5"
274,ALBA MARIA,9.847 ,"24,0"
275,SALMA,9.826 ,"12,1"
276,ELIA,9.776 ,"29,1"
277,ESMERALDA,9.650 ,"41,0"
278,IRINA,9.605 ,"30,5"
279,ROSER,9.536 ,"54,2"
280,MARIA MANUELA,9.524 ,"62,5"
281,NAYARA,9.465 ,"11,7"
282,ANA CRISTINA,9.382 ,"41,5"
283,AGUEDA,9.358 ,"55,9"
284,JANA,9.349 ,"13,9"
285,MARIA ASCENSION,9.328 ,"60,5"
286,MARIA GRACIA,9.270 ,"56,8"
287,MARIA CANDELARIA,9.267 ,"56,0"
288,IRATI,9.230 ,"15,0"
289,GISELA,9.103 ,"22,0"
290,LUNA,9.082 ,"12,6"
291,CONSOLACION,9.036 ,"62,1"
292,TRIANA,8.924 ,"6,1"
293,ALEXIA,8.882 ,"13,1"
294,AICHA,8.878 ,"42,8"
295,ADELINA,8.867 ,"66,0"
296,MARIA DOLORS,8.726 ,"63,2"
297,AYA,8.719 ,"9,4"
298,MARIA PURIFICACION,8.712 ,"64,0"
299,CHLOE,8.709 ,"4,6"
300,FELICIDAD,8.658 ,"69,0"
301,NAIMA,8.644 ,"38,0"
302,ANGELA MARIA,8.604 ,"41,6"
303,TEODORA,8.536 ,"69,5"
304,CARME,8.483 ,"59,9"
305,ANABEL,8.420 ,"29,6"
306,ANNA MARIA,8.414 ,"53,1"
307,TOMASA,8.408 ,"73,1"
308,ZAIRA,8.399 ,"17,1"
309,MARIA SAGRARIO,8.371 ,"62,7"
310,MARIA CARME,8.360 ,"60,7"
311,ELOISA,8.352 ,"60,9"
312,NAZARET,8.344 ,"21,5"
313,MARIAM,8.322 ,"18,0"
314,JENIFER,8.296 ,"28,9"
315,CANDELARIA,8.273 ,"63,3"
316,ADELAIDA,8.249 ,"62,2"
317,BENITA,8.229 ,"71,9"
318,HORTENSIA,8.219 ,"70,3"
319,SAMIRA,8.170 ,"29,5"
320,ELENA MARIA,8.169 ,"40,8"
321,YASMINA,8.168 ,"22,7"
322,AZUCENA,8.148 ,"48,3"
323,EDURNE,8.093 ,"28,5"
324,MARIA AURORA,8.090 ,"58,2"
325,MARA,8.045 ,"12,3"
326,ESTIBALIZ,7.956 ,"36,4"
327,FILOMENA,7.948 ,"72,0"
328,ZOE,7.856 ,"8,3"
329,MARIA AUXILIADORA,7.841 ,"50,6"
330,MARIA BLANCA,7.808 ,"60,3"
331,MIA,7.731 ,"4,6"
332,LUISA MARIA,7.723 ,"48,5"
333,MARIA PINO,7.697 ,"58,6"
334,MONSERRAT,7.681 ,"49,3"
335,MICAELA,7.646 ,"56,2"
336,ROSA ANA,7.549 ,"46,6"
337,MARIA PALOMA,7.536 ,"55,3"
338,FERNANDA,7.488 ,"62,7"
339,MARTA MARIA,7.450 ,"43,3"
340,YANIRA,7.450 ,"15,4"
341,MARIONA,7.413 ,"19,0"
342,FLORA,7.410 ,"67,5"
343,DELIA,7.358 ,"46,6"
344,MARCELINA,7.357 ,"72,6"
345,INMACULADA CONCEPCION,7.339 ,"43,7"
346,MARIA LUCIA,7.335 ,"50,5"
347,NAIA,7.272 ,"9,8"
348,MARIA GUADALUPE,7.259 ,"53,8"
349,NAHIA,7.242 ,"10,1"
350,REGINA,7.203 ,"56,8"
351,MARIA VALLE,7.181 ,"51,9"
352,AINOA,7.177 ,"20,8"
353,FABIOLA,7.177 ,"38,9"
354,LAURA MARIA,7.171 ,"33,6"
355,MARIA GEMA,7.123 ,"47,5"
356,ARANTXA,7.111 ,"28,4"
357,JESICA,7.073 ,"32,4"
358,FUENSANTA,7.051 ,"59,5"
359,VISITACION,7.040 ,"70,9"
360,CORAL,7.010 ,"24,1"
361,AMINA,6.981 ,"30,5"
362,MARISOL,6.976 ,"49,4"
363,MARIA SOCORRO,6.920 ,"65,9"
364,MARIA ESTRELLA,6.892 ,"57,6"
365,PAULINA,6.882 ,"61,5"
366,ONA,6.873 ,"9,0"
367,AZAHARA,6.812 ,"19,4"
368,MARIA DESAMPARADOS,6.803 ,"58,5"
369,INGRID,6.802 ,"28,7"
370,LUZ MARIA,6.795 ,"43,3"
371,MARIA ALEJANDRA,6.773 ,"35,7"
372,MARIA SONIA,6.767 ,"47,6"
373,MIREYA,6.763 ,"24,4"
374,ANGELICA,6.747 ,"43,2"
375,MALIKA,6.687 ,"48,5"
376,INES MARIA,6.646 ,"46,0"
377,MARIA ELISA,6.613 ,"56,5"
378,FATIHA,6.508 ,"42,5"
379,LILIANA,6.485 ,"42,4"
380,NAGORE,6.470 ,"24,6"
381,MARIA OLGA,6.457 ,"58,8"
382,FLORENCIA,6.451 ,"65,5"
383,CAYETANA,6.396 ,"17,1"
384,AVELINA,6.366 ,"71,7"
385,VIRTUDES,6.365 ,"67,7"
386,IDOIA,6.331 ,"39,7"
387,MALAK,6.278 ,"7,5"
388,MARIA ANGELS,6.261 ,"57,6"
389,SALVADORA,6.256 ,"67,0"
390,IRATXE,6.197 ,"31,1"
391,MAIDER,6.194 ,"26,6"
392,MARIA CINTA,6.158 ,"59,5"
393,MARIA VICENTA,6.155 ,"59,6"
394,GENOVEVA,6.142 ,"62,1"
395,DELFINA,6.125 ,"69,5"
396,LIA,6.099 ,"10,0"
397,ANGELINA,6.079 ,"59,9"
398,JUNE,6.071 ,"13,0"
399,LINA,6.051 ,"25,7"
400,MARIA ANGELA,6.047 ,"60,3"
401,ROSANA,6.046 ,"38,4"
402,SEBASTIANA,6.034 ,"68,6"
403,MARIA NATIVIDAD,6.019 ,"62,7"
404,MARIA BEATRIZ,6.014 ,"48,1"
405,SABINA,6.004 ,"52,0"
406,CARMEN ROSA,5.973 ,"55,4"
407,IZASKUN,5.915 ,"41,0"
408,YASMIN,5.874 ,"12,4"
409,MAIALEN,5.872 ,"18,8"
410,DOLORS,5.870 ,"69,8"
411,MARIA FATIMA,5.851 ,"49,8"
412,DEBORA,5.838 ,"31,9"
413,ANAIS,5.813 ,"17,1"
414,RACHIDA,5.791 ,"43,8"
415,KARIMA,5.771 ,"36,6"
416,MARIA ARACELI,5.738 ,"54,1"
417,ALFONSA,5.686 ,"69,1"
418,ANTIA,5.676 ,"16,0"
419,UXUE,5.646 ,"13,8"
420,FELIPA,5.639 ,"74,0"
421,GEORGINA,5.637 ,"36,4"
422,MARIA ANGUSTIAS,5.637 ,"58,5"
423,PATROCINIO,5.627 ,"71,6"
424,AUREA,5.581 ,"66,8"
425,JUSTA,5.575 ,"73,0"
426,NAROA,5.570 ,"14,7"
427,REYES,5.544 ,"47,3"
428,LAILA,5.521 ,"27,7"
429,TERESA JESUS,5.468 ,"56,8"
430,ISIDORA,5.404 ,"70,7"
431,DAVINIA,5.386 ,"30,1"
432,LORENZA,5.378 ,"70,5"
433,SONIA MARIA,5.378 ,"43,3"
434,PALMIRA,5.347 ,"68,2"
435,DESAMPARADOS,5.314 ,"65,8"
436,JESUSA,5.310 ,"75,4"
437,ANASTASIA,5.302 ,"47,3"
438,MIHAELA,5.293 ,"39,4"
439,NICOLE,5.279 ,"18,2"
440,HANANE,5.253 ,"34,0"
441,GRACIA,5.249 ,"60,7"
442,OBDULIA,5.249 ,"70,5"
443,CAMILA,5.214 ,"30,4"
444,MARIA PIEDAD,5.186 ,"59,6"
445,MARIA JUANA,5.146 ,"66,2"
446,OLGA MARIA,5.118 ,"47,1"
447,SAIDA,5.104 ,"39,6"
448,BOUCHRA,5.097 ,"35,3"
449,URSULA,5.064 ,"46,1"
450,GALA,5.057 ,"10,0"
451,MARIA NURIA,5.050 ,"54,2"
452,BRIGIDA,5.036 ,"65,9"
453,EVANGELINA,5.036 ,"65,2"
454,SARAI,5.034 ,"27,1"
455,JOSEFA MARIA,5.031 ,"58,1"
456,MARIA AZUCENA,5.007 ,"55,1"
457,MARIBEL,5.005 ,"47,6"
458,ERICA,4.985 ,"28,1"
459,ISABELLA,4.965 ,"10,7"
460,MYRIAM,4.934 ,"35,5"
461,JACINTA,4.879 ,"70,6"
462,FRANCESCA,4.870 ,"50,8"
463,EIDER,4.847 ,"21,0"
464,LUZ MARINA,4.841 ,"50,7"
465,MARIA RAQUEL,4.839 ,"51,7"
466,UXIA,4.836 ,"13,7"
467,BIENVENIDA,4.820 ,"67,4"
468,CRISTINA MARIA,4.811 ,"37,1"
469,SAMARA,4.809 ,"15,6"
470,DIONISIA,4.808 ,"73,2"
471,MINERVA,4.758 ,"26,9"
472,MARIA LAURA,4.757 ,"45,2"
473,MODESTA,4.718 ,"72,2"
474,ANGUSTIAS,4.711 ,"69,3"
475,GLORIA MARIA,4.667 ,"46,7"
476,MARCELA,4.647 ,"49,7"
477,RUFINA,4.610 ,"73,0"
478,LATIFA,4.601 ,"42,4"
479,OTILIA,4.600 ,"70,3"
480,MARIA ELVIRA,4.577 ,"57,0"
481,CLOTILDE,4.568 ,"70,6"
482,GERTRUDIS,4.563 ,"67,1"
483,MELANIA,4.544 ,"30,2"
484,MARIA CONSOLACION,4.516 ,"62,2"
485,MARIA EVA,4.510 ,"52,8"
486,COVADONGA,4.502 ,"40,8"
487,JULIETA,4.498 ,"16,1"
488,SOCORRO,4.488 ,"70,6"
489,EMILIANA,4.454 ,"72,0"
490,DOMINGA,4.447 ,"69,6"
491,HAJAR,4.445 ,"18,0"
492,SILVIA MARIA,4.435 ,"40,8"
493,MIREN,4.417 ,"35,5"
494,SOUAD,4.414 ,"37,9"
495,SARA MARIA,4.399 ,"32,9"
496,OLATZ,4.383 ,"30,9"
497,MARIA ALMUDENA,4.382 ,"47,9"
498,SANDRA MARIA,4.369 ,"38,7"
499,MARIA ALICIA,4.363 ,"57,5"
500,CINTIA,4.345 ,"25,7"
501,MARIA PRADO,4.344 ,"54,4"
502,BALBINA,4.342 ,"71,0"
503,MAITANE,4.329 ,"25,9"
504,NAYRA,4.273 ,"16,2"
505,AMAL,4.271 ,"25,4"
506,ALINA,4.262 ,"30,5"
507,JULIA MARIA,4.258 ,"46,4"
508,MARIA SALUD,4.256 ,"56,6"
509,HAIZEA,4.243 ,"14,0"
510,GEMA MARIA,4.239 ,"38,1"
511,VICTORIA EUGENIA,4.227 ,"44,1"
512,MARIA MERCE,4.190 ,"56,8"
513,MARWA,4.184 ,"8,1"
514,SARAH,4.184 ,"20,7"
515,RUT,4.171 ,"31,4"
516,SABRINA,4.168 ,"27,0"
517,AMIRA,4.134 ,"7,2"
518,PAULA MARIA,4.130 ,"29,4"
519,XENIA,4.121 ,"20,0"
520,THAIS,4.087 ,"22,0"
521,MARIA FE,4.074 ,"57,7"
522,MARIA EMILIA,4.069 ,"54,5"
523,MARIA CELIA,4.055 ,"60,0"
524,SAIOA,4.039 ,"26,3"
525,ICIAR,4.037 ,"36,0"
526,SALOME,4.035 ,"35,7"
527,HAFIDA,4.032 ,"44,2"
528,MARIA MARGARITA,4.031 ,"58,3"
529,GUILLERMINA,4.030 ,"63,6"
530,ANA CARMEN,4.008 ,"49,8"
531,FATIMA ZAHRA,4.007 ,"20,1"
532,ELISA ISABEL,3.995 ,"45,5"
533,FRANCISCA MARIA,3.992 ,"51,6"
534,ILUMINADA,3.986 ,"68,1"
535,FELICIANA,3.957 ,"71,7"
536,EVELYN,3.928 ,"22,7"
537,NAJAT,3.917 ,"40,2"
538,LORETO,3.904 ,"40,7"
539,CLARA ISABEL,3.894 ,"47,0"
540,IKRAM,3.894 ,"23,2"
541,GRACIELA,3.891 ,"44,0"
542,ZAHRA,3.889 ,"42,0"
543,ARIANA,3.868 ,"17,0"
544,DINA,3.860 ,"22,8"
545,FELICITAS,3.838 ,"74,0"
546,CLOE,3.837 ,"6,2"
547,IGNACIA,3.834 ,"72,3"
548,EUSEBIA,3.827 ,"74,2"
549,SALUD,3.813 ,"64,1"
550,OIHANE,3.809 ,"21,4"
551,IMANE,3.792 ,"22,8"
552,ADA,3.771 ,"17,5"
553,IVET,3.766 ,"10,5"
554,ZAIDA,3.752 ,"26,6"
555,VICTORINA,3.732 ,"76,0"
556,INOCENCIA,3.724 ,"72,0"
557,JACQUELINE,3.724 ,"44,3"
558,LUCIANA,3.720 ,"46,2"
559,OLIVA,3.720 ,"68,7"
560,IZARO,3.714 ,"12,8"
561,ENGRACIA,3.711 ,"72,4"
562,ZOHRA,3.705 ,"50,7"
563,ARLET,3.704 ,"5,6"
564,PRESENTACION,3.700 ,"71,0"
565,NINA,3.685 ,"34,2"
566,SIHAM,3.682 ,"29,1"
567,MARIA SANDRA,3.657 ,"44,3"
568,HAYAT,3.649 ,"34,5"
569,SABELA,3.627 ,"16,5"
570,NICOLASA,3.618 ,"71,8"
571,PASTORA,3.605 ,"58,2"
572,MARIA FELISA,3.601 ,"61,7"
573,IRUNE,3.596 ,"23,2"
574,SACRAMENTO,3.572 ,"66,6"
575,SIRA,3.571 ,"25,8"
576,FAUSTINA,3.565 ,"71,9"
577,PAZ,3.563 ,"54,9"
578,IRYNA,3.551 ,"42,0"
579,MARIA VANESA,3.549 ,"39,7"
580,MARIA SUSANA,3.542 ,"50,6"
581,MARIA GABRIELA,3.540 ,"38,4"
582,LUZ,3.537 ,"50,5"
583,LUISA FERNANDA,3.535 ,"39,6"
584,MARIA CECILIA,3.518 ,"51,3"
585,BIBIANA,3.497 ,"47,3"
586,KAREN,3.487 ,"27,3"
587,IMAN,3.482 ,"16,5"
588,SERAFINA,3.480 ,"70,3"
589,FERMINA,3.469 ,"71,7"
590,MARIA ADELA,3.469 ,"57,4"
591,DESIRE,3.460 ,"24,4"
592,CELESTINA,3.440 ,"71,7"
593,JAMILA,3.429 ,"40,3"
594,NAIRA,3.425 ,"14,7"
595,MARIA EULALIA,3.417 ,"57,1"
596,CLARA MARIA,3.415 ,"40,1"
597,SATURNINA,3.401 ,"75,0"
598,FATNA,3.398 ,"51,8"
599,JANIRE,3.396 ,"26,2"
600,DAMARIS,3.385 ,"27,6"
601,OLAYA,3.377 ,"23,0"
602,MARIA ESTER,3.365 ,"48,5"
603,MARAVILLAS,3.343 ,"58,9"
604,CYNTHIA,3.325 ,"24,4"
605,MINA,3.301 ,"43,8"
606,HALIMA,3.297 ,"38,5"
607,LEILA,3.286 ,"25,1"
608,HANAN,3.271 ,"33,2"
609,HENAR,3.269 ,"24,7"
610,MARIA LORENA,3.268 ,"40,6"
611,BRUNA,3.263 ,"15,0"
612,SIMONA,3.258 ,"46,4"
613,OKSANA,3.257 ,"42,6"
614,MARIA VIRGINIA,3.237 ,"48,4"
615,CONCEPCIO,3.235 ,"71,0"
616,ELISENDA,3.224 ,"42,4"
617,DUNIA,3.218 ,"22,4"
618,SVETLANA,3.211 ,"47,0"
619,YESICA,3.211 ,"31,8"
620,AITZIBER,3.209 ,"36,2"
621,CASILDA,3.194 ,"61,6"
622,GARAZI,3.158 ,"19,3"
623,DULCE MARIA,3.143 ,"47,2"
624,JARA,3.143 ,"15,5"
625,MARIA CLARA,3.139 ,"53,0"
626,NICOLETA,3.139 ,"38,9"
627,ROSA ISABEL,3.132 ,"50,7"
628,FATIMA ZOHRA,3.130 ,"31,4"
629,PASCUALA,3.128 ,"71,5"
630,MARIA ESTELA,3.110 ,"45,6"
631,MARIA ANGELICA,3.105 ,"49,5"
632,BASILISA,3.104 ,"74,9"
633,MELANIE,3.104 ,"24,4"
634,ABIGAIL,3.100 ,"22,4"
635,NEKANE,3.095 ,"31,1"
636,OLENA,3.086 ,"43,6"
637,CARMELA,3.074 ,"45,2"
638,DANIELLA,3.069 ,"8,3"
639,BENEDICTA,3.066 ,"72,7"
640,YURENA,3.065 ,"31,6"
641,OLALLA,3.057 ,"31,7"
642,MICHELLE,3.041 ,"21,8"
643,MELISA,3.039 ,"26,4"
644,TERESA MARIA,3.035 ,"49,8"
645,JONE,3.025 ,"26,1"
646,JERONIMA,3.022 ,"69,2"
647,ANNE,3.021 ,"24,0"
648,BLANCA MARIA,3.017 ,"42,5"
649,IOANA,3.009 ,"45,0"
650,MAIA,3.009 ,"12,5"
651,BIANCA,3.008 ,"16,8"
652,MELISSA,2.999 ,"22,5"
653,MADDI,2.993 ,"12,4"
654,PAMELA,2.991 ,"35,3"
655,CLEMENTINA,2.989 ,"70,3"
656,MARIA CAMINO,2.984 ,"54,3"
657,SUSANA MARIA,2.981 ,"45,6"
658,MARIA AMOR,2.971 ,"56,6"
659,OFELIA,2.971 ,"66,5"
660,BRENDA,2.967 ,"26,6"
661,MAYA,2.966 ,"13,8"
